Attendance_ID,Employee_ID,Month,Department,Working_Days,Present_Days,Absent_Days,Casual_Leave,Sick_Leave,Earned_Leave,Festival_Holiday_Worked,Late_Days,Scheduled_Hours,Actual_Hours,Overtime_Hours,Max_Daily_Hours,Max_Weekly_Hours,Weekly_Rest_Breach,Leave_Balance,Attendance_Rate,Hours_Compliant
ATT-202604-EMP0019,EMP0019,2026-04-01,Maintenance,26,23,3,0,0,0,0,2,208,216,32.9,10.0,48,No,27,88.46,Yes
ATT-202604-EMP0020,EMP0020,2026-04-01,Sales & Marketing,26,25,1,0,0,0,0,1,208,220,20.2,9.0,62,No,7,96.15,No
ATT-202604-EMP0021,EMP0021,2026-04-01,Quality Assurance,26,26,0,0,0,0,0,1,208,233,25.3,10.0,52,No,31,100.0,Yes
ATT-202604-EMP0022,EMP0022,2026-04-01,Sales & Marketing,26,25,0,1,0,0,0,1,208,209,9.9,11.0,58,No,26,96.15,No
ATT-202604-EMP0023,EMP0023,2026-04-01,Quality Assurance,26,25,1,0,0,0,0,4,208,227,27.2,9.0,52,No,33,96.15,Yes
ATT-202604-EMP0024,EMP0024,2026-04-01,Supply Chain,26,26,0,0,0,0,1,0,208,220,12.7,9.0,56,No,35,100.0,Yes
ATT-202604-EMP0025,EMP0025,2026-04-01,Supply Chain,26,24,2,0,0,0,0,5,208,197,5.7,9.0,52,No,35,92.31,Yes
ATT-202604-EMP0026,EMP0026,2026-04-01,Administration,26,25,1,0,0,0,0,2,208,219,19.9,9.0,52,No,23,96.15,Yes
ATT-202604-EMP0027,EMP0027,2026-04-01,Production,26,26,0,0,0,0,0,1,208,232,24.1,8.0,56,No,25,100.0,Yes
ATT-202604-EMP0028,EMP0028,2026-04-01,Production,26,25,1,0,0,0,0,3,208,217,17.7,8.0,65,No,27,96.15,No
ATT-202604-EMP0029,EMP0029,2026-04-01,Information Technology,26,26,0,0,0,0,0,1,208,218,10.8,10.0,58,No,16,100.0,Yes
ATT-202604-EMP0030,EMP0030,2026-04-01,Information Technology,26,24,2,0,0,0,0,3,208,194,2.6,10.0,58,No,30,92.31,Yes
ATT-202604-EMP0031,EMP0031,2026-04-01,Administration,26,25,1,0,0,0,0,0,208,206,6.5,9.0,52,No,16,96.15,Yes
ATT-202604-EMP0032,EMP0032,2026-04-01,Production,26,24,1,1,0,0,0,1,208,220,28.8,11.0,52,No,24,92.31,No
ATT-202604-EMP0033,EMP0033,2026-04-01,Sales & Marketing,26,26,0,0,0,0,0,3,208,215,7.2,10.0,60,No,7,100.0,Yes
ATT-202604-EMP0034,EMP0034,2026-04-01,Production,26,23,2,0,0,1,0,0,208,206,22.5,8.0,65,No,19,88.46,No
ATT-202604-EMP0035,EMP0035,2026-04-01,Production,26,25,1,0,0,0,0,0,208,214,14.6,10.0,58,No,8,96.15,Yes
ATT-202604-EMP0036,EMP0036,2026-04-01,Administration,26,24,0,0,1,1,1,0,208,199,7.8,10.5,52,No,34,92.31,No
ATT-202604-EMP0037,EMP0037,2026-04-01,Production,26,24,0,2,0,0,0,0,208,209,17.2,9.0,60,No,13,92.31,Yes
ATT-202604-EMP0038,EMP0038,2026-04-01,Human Resources,26,25,1,0,0,0,0,0,208,212,12.6,11.0,58,No,7,96.15,No
ATT-202604-EMP0039,EMP0039,2026-04-01,Administration,26,24,1,0,0,1,0,3,208,194,2.8,10.0,62,No,32,92.31,No
ATT-202604-EMP0040,EMP0040,2026-04-01,Sales & Marketing,26,26,0,0,0,0,0,1,208,208,0,11.0,65,No,24,100.0,No
ATT-202604-EMP0041,EMP0041,2026-04-01,Human Resources,26,25,0,0,1,0,0,1,208,203,3.8,12.0,58,No,24,96.15,No
ATT-202604-EMP0042,EMP0042,2026-04-01,Information Technology,26,23,3,0,0,0,0,0,208,187,3.9,10.0,52,No,19,88.46,Yes
ATT-202604-EMP0043,EMP0043,2026-04-01,Sales & Marketing,26,25,0,1,0,0,0,1,208,211,11.0,9.0,48,No,33,96.15,Yes
ATT-202604-EMP0044,EMP0044,2026-04-01,Sales & Marketing,26,24,1,1,0,0,0,4,208,193,1.0,9.0,52,No,8,92.31,Yes
ATT-202604-EMP0045,EMP0045,2026-04-01,Production,26,23,0,1,0,2,0,1,208,215,31.7,10.0,56,No,12,88.46,Yes
ATT-202604-EMP0046,EMP0046,2026-04-01,Production,26,25,0,0,1,0,0,4,208,222,22.3,9.0,52,No,18,96.15,Yes
ATT-202604-EMP0047,EMP0047,2026-04-01,Quality Assurance,26,25,1,0,0,0,0,3,208,200,0,9.0,52,No,25,96.15,Yes
ATT-202604-EMP0048,EMP0048,2026-04-01,Finance & Accounts,26,24,0,0,0,2,0,2,208,196,4.7,11.0,56,No,35,92.31,No
ATT-202604-EMP0049,EMP0049,2026-04-01,Supply Chain,26,23,2,0,1,0,0,1,208,184,0,8.0,48,No,9,88.46,Yes
ATT-202604-EMP0050,EMP0050,2026-04-01,Production,26,24,1,1,0,0,0,2,208,200,8.1,10.0,52,No,30,92.31,Yes
ATT-202604-EMP0051,EMP0051,2026-04-01,Sales & Marketing,26,25,0,0,0,1,0,2,208,206,6.4,8.0,56,No,24,96.15,Yes
ATT-202604-EMP0052,EMP0052,2026-04-01,Information Technology,26,23,1,0,0,2,0,0,208,184,0,10.5,48,No,33,88.46,No
ATT-202604-EMP0053,EMP0053,2026-04-01,Production,26,23,2,1,0,0,0,2,208,198,14.2,10.0,48,No,20,88.46,Yes
ATT-202604-EMP0054,EMP0054,2026-04-01,Administration,26,25,0,0,1,0,0,0,208,207,7.5,9.0,52,No,26,96.15,Yes
ATT-202604-EMP0055,EMP0055,2026-04-01,Human Resources,26,25,1,0,0,0,0,1,208,207,7.6,10.0,48,No,22,96.15,Yes
ATT-202604-EMP0056,EMP0056,2026-04-01,Finance & Accounts,26,26,0,0,0,0,0,0,208,222,14.0,12.0,62,No,20,100.0,No
ATT-202604-EMP0057,EMP0057,2026-04-01,Administration,26,23,3,0,0,0,0,1,208,187,3.4,12.0,56,No,28,88.46,No
ATT-202604-EMP0058,EMP0058,2026-04-01,Supply Chain,26,24,2,0,0,0,0,2,208,196,4.2,11.0,60,No,5,92.31,No
ATT-202604-EMP0059,EMP0059,2026-04-01,Production,26,26,0,0,0,0,0,3,208,226,18.0,10.0,56,No,35,100.0,Yes
ATT-202604-EMP0060,EMP0060,2026-04-01,Production,26,26,0,0,0,0,0,3,208,235,27.5,10.0,56,No,27,100.0,Yes
ATT-202604-EMP0061,EMP0061,2026-04-01,Production,26,22,3,0,1,0,0,4,208,202,26.2,10.5,58,No,28,84.62,No
ATT-202604-EMP0062,EMP0062,2026-04-01,Human Resources,26,23,3,0,0,0,0,3,208,189,5.2,12.0,52,No,8,88.46,No
ATT-202604-EMP0063,EMP0063,2026-04-01,Supply Chain,26,23,2,1,0,0,1,1,208,184,0,9.0,52,No,20,88.46,Yes
ATT-202604-EMP0064,EMP0064,2026-04-01,Maintenance,26,25,1,0,0,0,0,2,208,213,13.8,10.5,52,No,20,96.15,No
ATT-202604-EMP0065,EMP0065,2026-04-01,Maintenance,26,25,0,0,1,0,0,1,208,217,17.3,9.0,48,Yes,16,96.15,No
ATT-202604-EMP0066,EMP0066,2026-04-01,Finance & Accounts,26,22,3,0,1,0,0,1,208,180,4.7,10.0,60,No,23,84.62,Yes
ATT-202604-EMP0067,EMP0067,2026-04-01,Administration,26,23,2,0,0,1,0,0,208,188,4.2,10.0,60,No,4,88.46,Yes
ATT-202604-EMP0068,EMP0068,2026-04-01,Information Technology,26,25,0,0,0,1,0,1,208,206,6.6,10.0,60,No,14,96.15,Yes
ATT-202604-EMP0069,EMP0069,2026-04-01,Quality Assurance,26,23,2,0,1,0,0,2,208,187,3.1,12.0,56,No,16,88.46,No
ATT-202604-EMP0070,EMP0070,2026-04-01,Production,26,25,1,0,0,0,0,0,208,220,20.1,10.5,48,No,7,96.15,No
ATT-202604-EMP0071,EMP0071,2026-04-01,Production,26,26,0,0,0,0,0,3,208,219,11.5,10.5,56,No,7,100.0,No
ATT-202604-EMP0072,EMP0072,2026-04-01,Information Technology,26,24,0,1,1,0,0,0,208,204,12.3,10.0,48,No,4,92.31,Yes
ATT-202604-EMP0073,EMP0073,2026-04-01,Quality Assurance,26,24,2,0,0,0,0,1,208,192,0,10.0,52,No,12,92.31,Yes
ATT-202604-EMP0074,EMP0074,2026-04-01,Production,26,25,0,0,1,0,0,1,208,210,10.2,8.0,60,No,28,96.15,Yes
ATT-202604-EMP0075,EMP0075,2026-04-01,Information Technology,26,22,2,2,0,0,0,0,208,177,1.6,11.0,52,No,4,84.62,No
ATT-202604-EMP0076,EMP0076,2026-04-01,Production,26,24,1,0,0,1,0,2,208,194,2.7,9.0,58,No,31,92.31,Yes
ATT-202604-EMP0077,EMP0077,2026-04-01,Supply Chain,26,22,1,0,0,3,0,2,208,192,16.9,10.0,52,No,20,84.62,Yes
ATT-202604-EMP0078,EMP0078,2026-04-01,Finance & Accounts,26,26,0,0,0,0,0,1,208,213,5.4,9.0,52,No,4,100.0,Yes
ATT-202604-EMP0079,EMP0079,2026-04-01,Maintenance,26,25,1,0,0,0,0,1,208,217,17.4,10.0,58,No,14,96.15,Yes
ATT-202604-EMP0080,EMP0080,2026-04-01,Supply Chain,26,25,1,0,0,0,0,0,208,203,3.5,10.0,52,No,34,96.15,Yes
ATT-202604-EMP0081,EMP0081,2026-04-01,Finance & Accounts,26,23,3,0,0,0,0,2,208,184,0.0,9.0,52,No,24,88.46,Yes
ATT-202604-EMP0082,EMP0082,2026-04-01,Sales & Marketing,26,24,2,0,0,0,0,0,208,193,1.7,10.0,62,Yes,7,92.31,No
ATT-202604-EMP0083,EMP0083,2026-04-01,Information Technology,26,26,0,0,0,0,0,0,208,208,0.3,9.0,52,No,32,100.0,Yes
ATT-202604-EMP0084,EMP0084,2026-04-01,Human Resources,26,25,0,1,0,0,0,1,208,202,2.2,10.0,56,No,7,96.15,Yes
ATT-202604-EMP0085,EMP0085,2026-04-01,Supply Chain,26,22,1,2,1,0,0,1,208,179,3.3,9.0,48,No,14,84.62,Yes
ATT-202604-EMP0086,EMP0086,2026-04-01,Quality Assurance,26,26,0,0,0,0,0,3,208,225,17.0,8.0,56,No,24,100.0,Yes
ATT-202604-EMP0087,EMP0087,2026-04-01,Sales & Marketing,26,25,0,0,1,0,0,2,208,220,20.0,11.0,52,No,10,96.15,No
ATT-202604-EMP0088,EMP0088,2026-04-01,Human Resources,26,26,0,0,0,0,0,2,208,227,19.5,8.0,52,No,20,100.0,Yes
ATT-202604-EMP0089,EMP0089,2026-04-01,Finance & Accounts,26,26,0,0,0,0,0,0,208,211,3.2,8.0,60,No,14,100.0,Yes
ATT-202604-EMP0090,EMP0090,2026-04-01,Production,26,23,0,1,2,0,0,1,208,207,23.2,10.5,56,No,22,88.46,No
ATT-202604-EMP0091,EMP0091,2026-04-01,Quality Assurance,26,23,3,0,0,0,1,3,208,191,7.0,10.0,58,No,34,88.46,Yes
ATT-202604-EMP0092,EMP0092,2026-04-01,Quality Assurance,26,24,2,0,0,0,0,1,208,207,15.0,11.0,56,No,14,92.31,No
ATT-202604-EMP0093,EMP0093,2026-04-01,Finance & Accounts,26,22,1,0,0,3,0,0,208,180,4.6,11.0,56,No,27,84.62,No
ATT-202604-EMP0094,EMP0094,2026-04-01,Human Resources,26,26,0,0,0,0,0,3,208,222,14.2,9.0,56,No,26,100.0,Yes
ATT-202604-EMP0095,EMP0095,2026-04-01,Production,26,24,2,0,0,0,0,5,208,207,15.2,10.0,52,No,4,92.31,Yes
ATT-202604-EMP0096,EMP0096,2026-04-01,Administration,26,26,0,0,0,0,0,1,208,210,2.8,10.0,60,No,20,100.0,Yes
ATT-202604-EMP0097,EMP0097,2026-04-01,Finance & Accounts,26,26,0,0,0,0,0,1,208,208,0,10.0,52,No,24,100.0,Yes
ATT-202604-EMP0098,EMP0098,2026-04-01,Quality Assurance,26,25,1,0,0,0,0,1,208,227,27.6,9.0,60,Yes,11,96.15,No
ATT-202604-EMP0099,EMP0099,2026-04-01,Information Technology,26,24,0,0,2,0,0,3,208,192,0.0,11.0,48,No,35,92.31,No
ATT-202604-EMP0100,EMP0100,2026-04-01,Information Technology,26,23,3,0,0,0,0,1,208,184,0,8.0,60,No,3,88.46,Yes
ATT-202604-EMP0101,EMP0101,2026-04-01,Administration,26,24,1,0,1,0,0,1,208,200,8.6,9.0,56,No,16,92.31,Yes
ATT-202604-EMP0102,EMP0102,2026-04-01,Finance & Accounts,26,25,1,0,0,0,0,0,208,215,15.6,12.0,56,No,5,96.15,No
ATT-202604-EMP0103,EMP0103,2026-04-01,Administration,26,23,2,0,0,1,0,0,208,196,12.6,8.0,60,No,35,88.46,Yes
ATT-202604-EMP0104,EMP0104,2026-04-01,Information Technology,26,24,0,0,0,2,0,1,208,195,3.3,8.0,56,No,27,92.31,Yes
ATT-202604-EMP0105,EMP0105,2026-04-01,Administration,26,21,1,0,2,2,0,1,208,177,9.6,10.0,52,No,9,80.77,Yes
ATT-202604-EMP0106,EMP0106,2026-04-01,Human Resources,26,20,2,2,2,0,0,1,208,160,0.2,11.0,52,No,6,76.92,No
ATT-202604-EMP0107,EMP0107,2026-04-01,Supply Chain,26,26,0,0,0,0,0,2,208,224,16.7,9.0,62,No,27,100.0,No
ATT-202604-EMP0108,EMP0108,2026-04-01,Production,26,25,1,0,0,0,0,3,208,219,19.6,8.0,56,No,31,96.15,Yes
ATT-202604-EMP0109,EMP0109,2026-04-01,Quality Assurance,26,21,1,0,2,2,1,5,208,170,2.9,9.0,60,No,25,80.77,Yes
ATT-202604-EMP0110,EMP0110,2026-04-01,Sales & Marketing,26,22,4,0,0,0,0,1,208,187,11.9,8.0,56,Yes,10,84.62,No
ATT-202604-EMP0111,EMP0111,2026-04-01,Human Resources,26,26,0,0,0,0,0,0,208,216,8.8,10.0,52,No,15,100.0,Yes
ATT-202604-EMP0112,EMP0112,2026-04-01,Production,26,26,0,0,0,0,0,1,208,236,28.2,9.0,52,No,28,100.0,Yes
ATT-202604-EMP0113,EMP0113,2026-04-01,Maintenance,10,9,0,0,1,0,0,2,83,88,16.0,8.0,48,No,15,90.0,Yes
ATT-202604-EMP0116,EMP0116,2026-04-01,Production,9,6,0,2,0,1,0,4,72,62,14.4,10.0,52,No,32,66.67,Yes
ATT-202604-EMP0118,EMP0118,2026-04-01,Supply Chain,26,24,2,0,0,0,0,0,208,192,0,8.0,52,No,29,92.31,Yes
ATT-202605-EMP0001,EMP0001,2026-05-01,Quality Assurance,26,25,1,0,0,0,0,4,208,202,2.8,10.0,56,No,20,96.15,Yes
ATT-202605-EMP0002,EMP0002,2026-05-01,Maintenance,26,25,1,0,0,0,0,1,208,222,22.1,8.0,48,No,3,96.15,Yes
ATT-202605-EMP0003,EMP0003,2026-05-01,Production,26,23,1,1,1,0,0,3,208,187,3.8,8.0,52,No,9,88.46,Yes
ATT-202605-EMP0004,EMP0004,2026-05-01,Supply Chain,26,22,2,2,0,0,0,0,208,176,0,10.5,56,No,34,84.62,No
ATT-202605-EMP0005,EMP0005,2026-05-01,Human Resources,26,24,2,0,0,0,1,0,208,199,7.1,8.0,48,No,28,92.31,Yes
ATT-202605-EMP0006,EMP0006,2026-05-01,Production,26,24,1,0,1,0,0,0,208,192,0.6,9.0,56,No,17,92.31,Yes
ATT-202605-EMP0007,EMP0007,2026-05-01,Production,26,26,0,0,0,0,1,2,208,218,10.3,10.0,56,No,13,100.0,Yes
ATT-202605-EMP0008,EMP0008,2026-05-01,Sales & Marketing,26,25,0,0,1,0,0,3,208,207,7.5,8.0,56,No,30,96.15,Yes
ATT-202605-EMP0009,EMP0009,2026-05-01,Information Technology,26,24,1,1,0,0,0,1,208,202,10.8,8.0,48,No,6,92.31,Yes
ATT-202605-EMP0010,EMP0010,2026-05-01,Sales & Marketing,26,23,0,0,1,2,0,0,208,189,5.6,11.0,48,No,16,88.46,No
ATT-202605-EMP0011,EMP0011,2026-05-01,Human Resources,26,22,3,0,0,1,0,2,208,179,3.5,10.0,48,No,22,84.62,Yes
ATT-202605-EMP0012,EMP0012,2026-05-01,Quality Assurance,26,22,4,0,0,0,0,0,208,180,4.3,9.0,52,No,4,84.62,Yes
ATT-202605-EMP0013,EMP0013,2026-05-01,Maintenance,26,24,1,0,0,1,0,0,208,206,14.2,8.0,52,No,16,92.31,Yes
ATT-202605-EMP0014,EMP0014,2026-05-01,Maintenance,26,24,2,0,0,0,0,3,208,228,36.2,10.0,48,No,20,92.31,Yes
ATT-202605-EMP0015,EMP0015,2026-05-01,Maintenance,26,23,0,1,0,2,0,0,208,200,16.9,9.0,56,No,28,88.46,Yes
ATT-202605-EMP0016,EMP0016,2026-05-01,Finance & Accounts,26,24,0,0,1,1,0,1,208,193,1.7,8.0,56,No,27,92.31,Yes
ATT-202605-EMP0017,EMP0017,2026-05-01,Production,26,24,2,0,0,0,0,1,208,216,24.6,10.0,60,No,11,92.31,Yes
ATT-202605-EMP0018,EMP0018,2026-05-01,Administration,26,23,2,1,0,0,0,1,208,202,18.2,9.0,58,No,4,88.46,Yes
ATT-202605-EMP0019,EMP0019,2026-05-01,Maintenance,26,22,3,0,0,1,0,5,208,188,12.2,10.0,58,No,12,84.62,Yes
ATT-202605-EMP0020,EMP0020,2026-05-01,Sales & Marketing,26,26,0,0,0,0,0,0,208,220,12.8,10.0,48,No,29,100.0,Yes
ATT-202605-EMP0021,EMP0021,2026-05-01,Quality Assurance,26,26,0,0,0,0,0,0,208,220,12.3,11.0,48,No,12,100.0,No
ATT-202605-EMP0022,EMP0022,2026-05-01,Sales & Marketing,26,26,0,0,0,0,0,0,208,214,6.7,10.0,52,No,32,100.0,Yes
ATT-202605-EMP0023,EMP0023,2026-05-01,Quality Assurance,26,24,1,0,1,0,0,0,208,212,20.5,10.0,58,No,13,92.31,Yes
ATT-202605-EMP0024,EMP0024,2026-05-01,Supply Chain,26,24,2,0,0,0,0,0,208,203,11.9,10.0,52,No,29,92.31,Yes
ATT-202605-EMP0025,EMP0025,2026-05-01,Supply Chain,26,22,2,1,1,0,0,3,208,178,2.6,10.0,52,No,30,84.62,Yes
ATT-202605-EMP0026,EMP0026,2026-05-01,Administration,26,26,0,0,0,0,0,0,208,216,8.3,11.0,48,No,13,100.0,No
ATT-202605-EMP0027,EMP0027,2026-05-01,Production,26,26,0,0,0,0,0,2,208,220,12.1,10.0,58,Yes,17,100.0,No
ATT-202605-EMP0028,EMP0028,2026-05-01,Production,26,25,1,0,0,0,0,0,208,217,17.1,10.0,56,No,34,96.15,Yes
ATT-202605-EMP0029,EMP0029,2026-05-01,Information Technology,26,26,0,0,0,0,0,3,208,215,7.7,8.0,56,No,8,100.0,Yes
ATT-202605-EMP0030,EMP0030,2026-05-01,Information Technology,26,26,0,0,0,0,0,5,208,210,2.8,10.0,52,No,13,100.0,Yes
ATT-202605-EMP0031,EMP0031,2026-05-01,Administration,26,24,1,0,0,1,0,1,208,197,5.5,10.0,56,No,26,92.31,Yes
ATT-202605-EMP0032,EMP0032,2026-05-01,Production,26,23,1,0,0,2,0,4,208,209,25.1,10.5,48,No,35,88.46,No
ATT-202605-EMP0033,EMP0033,2026-05-01,Sales & Marketing,26,23,1,2,0,0,0,1,208,184,0.1,12.0,48,No,9,88.46,No
ATT-202605-EMP0034,EMP0034,2026-05-01,Production,26,24,1,0,1,0,0,2,208,201,9.5,9.0,56,No,32,92.31,Yes
ATT-202605-EMP0035,EMP0035,2026-05-01,Production,26,21,3,1,0,1,0,0,208,177,9.1,9.0,48,No,27,80.77,Yes
ATT-202605-EMP0036,EMP0036,2026-05-01,Administration,26,26,0,0,0,0,0,5,208,227,19.0,10.5,58,No,26,100.0,No
ATT-202605-EMP0037,EMP0037,2026-05-01,Production,26,25,1,0,0,0,0,2,208,230,30.3,9.0,52,No,32,96.15,Yes
ATT-202605-EMP0038,EMP0038,2026-05-01,Human Resources,26,23,2,0,1,0,0,2,208,190,6.3,10.0,52,Yes,30,88.46,No
ATT-202605-EMP0039,EMP0039,2026-05-01,Administration,26,26,0,0,0,0,0,0,208,208,0,9.0,56,Yes,8,100.0,No
ATT-202605-EMP0040,EMP0040,2026-05-01,Sales & Marketing,26,22,1,0,2,1,0,1,208,181,5.4,11.0,60,Yes,6,84.62,No
ATT-202605-EMP0041,EMP0041,2026-05-01,Human Resources,26,23,3,0,0,0,0,0,208,189,5.3,10.0,56,No,31,88.46,Yes
ATT-202605-EMP0042,EMP0042,2026-05-01,Information Technology,26,23,0,2,0,1,0,3,208,192,8.2,9.0,62,No,4,88.46,No
ATT-202605-EMP0043,EMP0043,2026-05-01,Sales & Marketing,26,25,0,1,0,0,0,0,208,210,10.5,10.0,56,No,2,96.15,Yes
ATT-202605-EMP0044,EMP0044,2026-05-01,Sales & Marketing,26,25,1,0,0,0,0,3,208,200,0,9.0,58,No,8,96.15,Yes
ATT-202605-EMP0045,EMP0045,2026-05-01,Production,26,26,0,0,0,0,0,2,208,226,18.8,9.0,52,Yes,21,100.0,No
ATT-202605-EMP0046,EMP0046,2026-05-01,Production,26,26,0,0,0,0,0,2,208,212,4.2,10.0,52,No,13,100.0,Yes
ATT-202605-EMP0047,EMP0047,2026-05-01,Quality Assurance,26,25,0,0,0,1,0,5,208,223,23.2,10.5,56,No,15,96.15,No
ATT-202605-EMP0048,EMP0048,2026-05-01,Finance & Accounts,26,26,0,0,0,0,0,1,208,232,24.1,11.0,58,No,10,100.0,No
ATT-202605-EMP0049,EMP0049,2026-05-01,Supply Chain,26,23,3,0,0,0,0,4,208,189,5.9,10.0,56,No,7,88.46,Yes
ATT-202605-EMP0050,EMP0050,2026-05-01,Production,26,26,0,0,0,0,0,2,208,225,17.4,10.0,60,No,6,100.0,Yes
ATT-202605-EMP0051,EMP0051,2026-05-01,Sales & Marketing,26,22,2,1,0,1,1,5,208,185,9.8,9.0,52,No,31,84.62,Yes
ATT-202605-EMP0052,EMP0052,2026-05-01,Information Technology,26,26,0,0,0,0,0,1,208,208,0,10.0,56,No,8,100.0,Yes
ATT-202605-EMP0053,EMP0053,2026-05-01,Production,26,24,2,0,0,0,0,2,208,196,4.1,8.0,48,No,18,92.31,Yes
ATT-202605-EMP0054,EMP0054,2026-05-01,Administration,26,26,0,0,0,0,0,2,208,224,16.6,9.0,56,No,6,100.0,Yes
ATT-202605-EMP0055,EMP0055,2026-05-01,Human Resources,26,26,0,0,0,0,1,0,208,209,1.6,10.0,48,No,34,100.0,Yes
ATT-202605-EMP0056,EMP0056,2026-05-01,Finance & Accounts,26,26,0,0,0,0,0,5,208,208,0,10.0,52,No,8,100.0,Yes
ATT-202605-EMP0057,EMP0057,2026-05-01,Administration,26,25,0,0,0,1,0,1,208,203,3.6,8.0,60,No,4,96.15,Yes
ATT-202605-EMP0058,EMP0058,2026-05-01,Supply Chain,26,22,3,0,1,0,0,0,208,192,16.5,10.5,48,No,18,84.62,No
ATT-202605-EMP0059,EMP0059,2026-05-01,Production,26,23,1,0,1,1,0,1,208,195,11.9,9.0,56,No,20,88.46,Yes
ATT-202605-EMP0060,EMP0060,2026-05-01,Production,26,25,1,0,0,0,0,0,208,229,29.7,10.5,60,No,20,96.15,No
ATT-202605-EMP0061,EMP0061,2026-05-01,Production,26,22,0,2,1,1,0,1,208,191,15.2,9.0,58,Yes,29,84.62,No
ATT-202605-EMP0062,EMP0062,2026-05-01,Human Resources,26,26,0,0,0,0,0,1,208,226,18.5,10.0,56,No,7,100.0,Yes
ATT-202605-EMP0063,EMP0063,2026-05-01,Supply Chain,26,24,1,1,0,0,0,4,208,206,14.3,10.0,52,No,20,92.31,Yes
ATT-202605-EMP0064,EMP0064,2026-05-01,Maintenance,26,24,0,2,0,0,1,1,208,200,8.7,8.0,58,No,11,92.31,Yes
ATT-202605-EMP0065,EMP0065,2026-05-01,Maintenance,26,23,2,0,0,1,0,4,208,192,8.8,10.0,48,No,20,88.46,Yes
ATT-202605-EMP0066,EMP0066,2026-05-01,Finance & Accounts,26,20,2,1,0,3,0,3,208,166,6.4,10.0,52,No,27,76.92,Yes
ATT-202605-EMP0067,EMP0067,2026-05-01,Administration,26,24,0,1,0,1,0,1,208,193,1.6,9.0,56,Yes,14,92.31,No
ATT-202605-EMP0068,EMP0068,2026-05-01,Information Technology,26,25,0,0,0,1,0,1,208,209,9.3,8.0,52,No,11,96.15,Yes
ATT-202605-EMP0069,EMP0069,2026-05-01,Quality Assurance,26,25,1,0,0,0,0,0,208,202,2.4,12.0,60,No,35,96.15,No
ATT-202605-EMP0070,EMP0070,2026-05-01,Production,26,22,4,0,0,0,0,1,208,204,28.1,9.0,56,No,28,84.62,Yes
ATT-202605-EMP0071,EMP0071,2026-05-01,Production,26,26,0,0,0,0,0,1,208,235,27.4,10.0,60,No,10,100.0,Yes
ATT-202605-EMP0072,EMP0072,2026-05-01,Information Technology,26,25,0,0,1,0,0,3,208,216,16.7,9.0,56,No,13,96.15,Yes
ATT-202605-EMP0073,EMP0073,2026-05-01,Quality Assurance,26,24,0,2,0,0,0,3,208,192,0,10.5,52,No,28,92.31,No
ATT-202605-EMP0074,EMP0074,2026-05-01,Production,26,26,0,0,0,0,0,3,208,234,26.1,9.0,52,No,20,100.0,Yes
ATT-202605-EMP0075,EMP0075,2026-05-01,Information Technology,26,25,1,0,0,0,0,2,208,200,0.3,9.0,60,No,21,96.15,Yes
ATT-202605-EMP0076,EMP0076,2026-05-01,Production,26,25,0,0,0,1,0,3,208,216,16.0,12.0,52,No,10,96.15,No
ATT-202605-EMP0077,EMP0077,2026-05-01,Supply Chain,26,25,1,0,0,0,0,2,208,200,0,10.0,58,No,9,96.15,Yes
ATT-202605-EMP0078,EMP0078,2026-05-01,Finance & Accounts,26,26,0,0,0,0,0,1,208,211,3.1,11.0,52,No,5,100.0,No
ATT-202605-EMP0079,EMP0079,2026-05-01,Maintenance,26,24,1,0,1,0,0,1,208,205,13.3,9.0,56,No,30,92.31,Yes
ATT-202605-EMP0080,EMP0080,2026-05-01,Supply Chain,26,26,0,0,0,0,0,2,208,209,1.3,10.5,48,No,3,100.0,No
ATT-202605-EMP0081,EMP0081,2026-05-01,Finance & Accounts,26,21,0,1,1,3,0,2,208,175,7.3,11.0,48,No,5,80.77,No
ATT-202605-EMP0082,EMP0082,2026-05-01,Sales & Marketing,26,23,1,1,0,1,0,2,208,186,2.5,8.0,56,No,9,88.46,Yes
ATT-202605-EMP0083,EMP0083,2026-05-01,Information Technology,26,21,3,0,1,1,0,0,208,182,14.5,8.0,48,No,24,80.77,Yes
ATT-202605-EMP0084,EMP0084,2026-05-01,Human Resources,26,24,1,0,1,0,0,1,208,202,10.8,10.0,58,No,28,92.31,Yes
ATT-202605-EMP0085,EMP0085,2026-05-01,Supply Chain,26,26,0,0,0,0,0,0,208,208,0,10.0,48,No,19,100.0,Yes
ATT-202605-EMP0086,EMP0086,2026-05-01,Quality Assurance,26,21,3,2,0,0,0,0,208,200,32.7,9.0,56,Yes,14,80.77,No
ATT-202605-EMP0087,EMP0087,2026-05-01,Sales & Marketing,26,24,2,0,0,0,0,1,208,203,11.0,10.0,58,No,2,92.31,Yes
ATT-202605-EMP0088,EMP0088,2026-05-01,Human Resources,26,26,0,0,0,0,0,5,208,219,11.6,10.0,58,No,32,100.0,Yes
ATT-202605-EMP0089,EMP0089,2026-05-01,Finance & Accounts,26,24,1,0,1,0,1,0,208,202,10.7,9.0,56,No,5,92.31,Yes
ATT-202605-EMP0090,EMP0090,2026-05-01,Production,26,24,2,0,0,0,0,2,208,211,19.9,9.0,48,No,24,92.31,Yes
ATT-202605-EMP0091,EMP0091,2026-05-01,Quality Assurance,26,25,1,0,0,0,0,5,208,215,15.6,9.0,48,No,7,96.15,Yes
